,DATE,SEX,AGE,AREA,INCOME,SEOUL,GYEONGI,BUSAN,CHUNGNAM,CHUNGBUK,GYEONGNAM,GYEONGBUK,JEONNAM,JEONBUK,GANGWON,JEJU
5930,20230313,0,3,2,2,2,0,0,0,0,2,0,0,2,0,3
5931,20230313,1,3,8,2,2,2,3,1,1,1,3,0,0,2,4
5932,20230313,0,2,1,3,1,2,2,2,2,2,2,2,2,2,2
5933,20230313,1,2,1,2,1,1,2,1,2,2,0,2,2,2,2
5934,20230313,1,0,15,4,3,3,3,2,2,3,3,2,2,3,3
5935,20230313,0,1,10,3,2,2,2,2,2,2,2,2,2,2,3
5936,20230313,1,3,8,4,2,2,3,2,2,2,2,2,2,3,2
5937,20230313,1,2,7,3,2,2,3,2,2,2,2,3,2,3,0
5938,20230313,1,1,1,3,0,0,3,1,1,1,0,4,1,1,3
5939,20230313,0,3,8,3,2,2,2,2,3,2,2,2,2,3,2
5941,20230313,1,2,1,4,0,3,2,1,2,2,2,2,2,2,1
5942,20230313,0,1,9,2,2,2,2,2,2,2,2,2,2,2,3
5943,20230313,1,2,2,2,2,2,3,1,1,2,2,1,1,2,2
5944,20230313,0,4,3,3,4,2,2,3,2,3,3,3,3,3,4
5945,20230313,1,2,1,4,2,2,3,2,2,2,2,2,2,3,2
5946,20230313,0,1,7,2,1,2,2,2,3,2,1,2,3,3,3
5947,20230313,0,3,1,3,1,2,3,2,2,2,2,2,2,3,3
5948,20230313,0,3,3,4,2,2,2,2,2,2,2,2,2,2,2
5950,20230313,0,2,3,3,3,3,3,3,3,3,3,2,3,3,3
5951,20230313,0,4,14,2,1,1,2,2,3,2,2,2,3,2,2
5952,20230313,1,4,13,3,2,2,1,0,1,1,0,2,1,2,1
5953,20230313,1,3,1,2,2,3,2,1,1,1,1,2,2,1,4
5954,20230313,1,4,14,4,2,2,2,2,2,2,2,2,2,2,2
5955,20230313,0,3,1,4,0,2,2,3,3,0,2,3,3,3,1
5956,20230313,1,4,7,2,3,2,2,4,2,3,2,2,2,3,3
5957,20230313,1,3,5,4,4,4,2,4,4,2,2,4,4,4,2
5958,20230313,1,2,14,2,1,3,3,2,2,3,2,3,3,2,2
5959,20230313,0,3,7,4,2,2,2,2,2,2,2,0,0,4,4
5960,20230313,1,4,1,1,3,2,2,2,2,1,1,3,3,2,2
5961,20230313,0,4,11,3,2,2,2,3,3,2,2,2,2,3,3
5962,20230313,0,3,1,3,2,2,3,2,2,2,2,2,2,2,3
5963,20230313,0,0,8,4,4,2,1,2,1,2,0,1,1,3,2
5964,20230313,1,4,4,2,2,3,2,2,2,2,1,2,3,3,1
5965,20230313,0,3,7,3,3,2,1,2,2,2,2,2,2,2,3
5966,20230313,0,3,8,4,2,2,3,2,2,2,2,1,1,3,2
5967,20230313,0,1,10,3,2,0,3,0,1,1,2,0,0,2,0
5968,20230313,0,3,2,4,2,1,1,4,1,2,2,2,0,3,2
5969,20230313,1,2,0,4,2,2,3,2,2,2,3,2,2,2,4
5970,20230313,0,4,10,2,2,2,2,2,2,2,2,2,2,2,2
5971,20230313,1,3,1,3,2,2,3,2,2,3,2,2,2,3,4
5972,20230313,1,2,1,2,2,2,2,2,2,4,3,2,2,4,2
5973,20230313,1,3,10,1,0,2,4,1,2,1,2,4,4,4,4
5974,20230313,0,2,5,2,4,1,2,0,0,1,2,0,0,0,0
5975,20230313,1,3,1,3,2,2,0,1,2,2,2,3,2,3,2
5976,20230313,0,2,1,3,3,2,2,2,2,2,2,3,2,2,2
5977,20230313,0,4,1,4,2,1,2,2,1,2,0,2,1,2,1
5978,20230313,0,2,1,1,2,2,3,2,2,2,2,2,2,2,1
5979,20230313,0,0,1,4,4,4,1,1,1,2,1,1,2,3,1
5980,20230313,0,4,2,2,3,1,1,2,2,2,1,2,1,3,2
5981,20230313,1,3,1,4,3,3,3,2,3,2,2,3,2,3,3
5983,20230313,1,1,1,2,3,4,3,4,4,4,4,4,4,3,4
5984,20230313,1,1,1,1,2,2,3,2,2,2,2,2,2,3,4
5985,20230313,0,2,1,3,2,2,3,0,0,2,2,2,2,2,2
5986,20230313,1,2,7,2,3,0,2,0,0,2,0,0,0,0,4
5987,20230313,0,3,8,2,2,2,0,1,1,0,0,3,3,1,4
5988,20230313,0,3,1,2,2,2,4,2,2,3,3,2,2,2,2
5989,20230313,1,1,2,2,3,2,2,2,2,2,3,3,2,3,3
5990,20230313,0,2,1,4,2,2,2,2,2,2,2,3,2,2,3
5991,20230313,0,0,14,4,4,2,4,2,2,4,4,2,3,4,4
5992,20230313,0,2,2,2,2,3,2,3,3,2,2,3,3,3,3
5993,20230313,1,4,1,3,2,2,3,2,2,3,3,3,3,2,2
5994,20230313,1,2,1,3,2,2,3,2,2,3,2,3,2,4,3
5996,20230313,0,4,6,2,3,2,3,2,2,2,2,3,2,3,3
5997,20230313,0,1,9,2,2,2,2,2,2,2,2,2,2,2,2
5998,20230313,1,3,10,4,3,3,3,2,2,2,2,2,2,2,4
5999,20230320,1,4,15,2,1,1,3,1,1,3,2,2,2,2,2
6000,20230320,1,4,15,4,3,2,2,2,0,2,2,2,2,2,2
6001,20230320,1,3,8,4,2,2,2,2,3,3,2,3,2,3,2
6002,20230320,1,3,8,1,3,3,3,3,3,3,3,3,3,3,3
6003,20230320,1,3,8,4,3,2,2,2,3,4,2,3,3,4,2
6004,20230320,1,3,8,4,2,2,2,2,2,2,2,2,2,2,2
6005,20230320,1,3,8,4,2,2,3,3,3,3,3,1,1,3,1
6006,20230320,1,3,8,3,1,3,3,2,2,2,2,3,3,3,3
6007,20230320,1,3,8,1,1,2,3,1,2,4,2,3,3,3,1
6008,20230320,1,3,8,3,0,0,2,1,1,2,2,2,2,2,3
6009,20230320,1,3,8,4,2,2,3,2,2,3,3,2,2,3,3
6010,20230320,1,3,8,4,3,3,3,1,2,1,1,3,3,3,1
6011,20230320,1,2,8,3,0,0,3,2,2,3,3,2,2,2,3
6012,20230320,1,2,8,4,2,2,2,2,2,2,2,2,2,3,3
6013,20230320,1,2,8,4,3,2,3,2,2,2,2,2,2,3,3
6014,20230320,1,2,8,1,2,2,3,2,2,2,2,2,2,2,2
6015,20230320,1,2,8,4,2,2,3,2,2,2,3,2,2,2,3
6016,20230320,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2
6017,20230320,1,2,8,4,3,3,4,3,2,3,1,4,3,4,4
6018,20230320,1,2,8,3,2,2,2,2,2,2,2,2,2,2,2
6019,20230320,1,2,7,3,4,1,2,2,3,2,1,3,2,4,4
6020,20230320,1,2,7,4,3,3,2,3,3,2,2,2,2,2,3
6022,20230320,1,1,8,4,2,2,3,2,2,2,2,2,2,2,3
6023,20230320,1,1,12,3,2,2,3,2,2,1,2,3,3,3,1
6024,20230320,1,1,12,2,3,1,0,1,0,0,1,2,0,2,3
6026,20230320,1,1,2,3,2,2,2,2,2,2,2,2,2,3,3
6027,20230320,1,0,8,1,0,3,1,3,1,3,0,3,1,4,3
6028,20230320,1,0,8,3,0,1,2,2,2,2,2,2,2,2,3
6029,20230320,1,0,8,1,2,2,3,2,2,2,2,2,2,3,1
6031,20230320,1,0,14,1,2,3,4,0,3,1,1,1,4,3,2
6032,20230320,1,0,14,4,0,4,2,3,4,2,4,3,3,4,1
6033,20230320,0,4,4,3,2,2,2,2,2,3,1,3,2,2,2
6034,20230320,0,4,4,4,3,1,2,2,3,1,2,3,2,2,4
6035,20230320,0,4,4,2,3,3,3,1,2,3,3,3,2,1,2
6036,20230320,0,4,3,2,2,2,2,1,2,2,2,1,1,3,1
6037,20230320,0,4,3,3,1,1,2,1,1,3,2,2,2,3,3
6038,20230320,0,4,3,1,1,2,3,3,3,2,2,2,2,2,3
6039,20230320,0,3,8,1,2,2,2,2,2,2,2,2,2,2,2
6040,20230320,0,3,8,3,1,1,3,2,2,2,3,3,2,4,3
6041,20230320,0,3,8,4,2,3,2,2,2,2,2,2,2,3,3
6042,20230320,0,3,7,1,2,2,2,2,2,2,2,2,2,2,2
6043,20230320,0,3,7,3,0,1,0,1,1,0,1,3,3,1,0
6044,20230320,0,3,7,3,2,2,2,2,2,2,2,2,2,2,0
6045,20230320,0,3,4,2,2,2,2,2,2,2,2,2,2,2,2
6046,20230320,0,3,11,3,2,2,3,2,2,1,1,2,2,2,3
6047,20230320,0,2,10,4,2,2,3,2,2,3,2,3,2,2,1
6048,20230320,0,2,10,2,2,3,3,2,2,2,2,2,2,2,2
6049,20230320,0,2,4,3,3,2,2,2,2,2,1,2,2,2,3
6050,20230320,0,2,9,1,2,2,2,1,1,2,2,1,0,2,4
6051,20230320,0,1,8,1,2,2,2,2,2,2,2,2,2,2,2
6052,20230320,0,1,8,2,2,3,2,3,2,2,2,2,2,3,3
6053,20230320,0,1,8,2,2,2,3,2,2,2,2,2,3,1,0
6054,20230320,0,1,7,3,2,1,2,0,0,2,1,3,0,3,0
6055,20230320,0,1,7,1,2,0,0,0,0,0,1,2,0,2,0
6056,20230320,0,0,1,4,3,1,3,3,1,3,3,0,0,3,1
6057,20230320,0,0,1,3,2,3,2,3,1,1,3,2,2,2,2
6058,20230320,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4
6059,20230320,0,0,1,2,0,2,3,3,2,2,3,2,2,3,4
6060,20230320,0,0,1,1,2,2,3,2,2,2,2,2,1,2,2
6061,20230320,0,0,1,3,2,3,2,2,2,2,3,3,2,1,3
6062,20230320,0,0,1,3,2,3,3,2,2,2,2,2,2,3,4
6063,20230320,0,0,1,4,2,2,2,2,2,2,2,2,2,2,1
6064,20230320,0,0,1,1,4,4,4,1,0,0,0,2,2,3,4
6065,20230320,0,0,1,3,2,2,2,1,1,1,2,0,0,2,2
6066,20230320,0,0,1,1,4,3,3,2,2,2,1,3,2,2,3
6067,20230320,0,1,1,2,3,2,2,3,2,2,2,2,2,3,3
6068,20230320,0,1,1,4,1,2,3,2,2,2,2,3,2,2,3
6069,20230320,0,0,0,2,3,2,3,2,2,2,2,2,2,2,3
6070,20230320,0,0,12,1,3,2,2,2,1,3,3,2,2,3,3
6071,20230320,0,1,1,4,2,2,4,2,1,3,3,2,2,4,4
6072,20230320,0,0,8,1,2,2,2,2,2,2,2,2,2,2,2
6073,20230320,0,3,1,4,2,2,4,2,2,3,2,2,2,4,3
6074,20230320,0,0,5,4,4,3,3,2,2,2,3,0,0,2,3
6075,20230320,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0
6076,20230320,0,0,11,3,3,2,4,2,2,2,2,3,2,4,4
6077,20230320,0,0,10,4,1,1,4,2,2,2,4,1,2,2,4
6078,20230320,0,0,8,4,2,3,0,3,3,0,0,0,3,3,4
6079,20230320,0,0,10,1,2,2,4,3,2,3,3,2,2,2,3
6080,20230320,0,0,10,2,3,2,3,1,3,4,2,2,1,3,2
6081,20230320,0,2,8,3,2,1,1,3,2,1,0,2,2,3,1
6082,20230320,0,4,8,4,0,1,0,2,3,2,1,4,3,4,0
6083,20230320,1,4,8,4,2,0,3,2,3,2,2,2,3,2,1
6084,20230320,0,2,8,3,2,2,2,2,2,2,2,2,2,2,2
6085,20230320,0,4,8,1,0,3,1,2,2,1,2,2,1,2,3
6086,20230320,1,1,15,3,0,1,0,2,2,2,1,1,2,3,1
6087,20230320,1,2,3,2,4,4,4,4,4,4,4,4,4,4,4
6088,20230320,1,0,0,4,4,3,4,2,2,2,2,2,2,2,2
6089,20230320,1,2,14,3,2,2,3,2,2,3,2,2,2,1,4
6090,20230320,0,2,14,3,3,2,3,2,2,2,2,3,2,3,3
6091,20230320,0,3,2,3,2,2,2,2,2,2,2,2,2,2,1
6092,20230320,1,2,1,3,2,3,4,2,2,2,2,2,2,4,4
6093,20230320,1,1,15,4,2,3,3,1,1,3,1,3,2,2,2
6094,20230320,0,4,2,1,2,2,1,3,3,2,2,3,3,3,2
6095,20230320,0,2,0,3,2,2,1,1,1,2,1,1,2,3,2
6096,20230320,0,3,15,2,2,2,2,2,2,3,2,2,3,2,0
6098,20230320,0,2,7,1,2,2,2,2,2,2,2,2,2,2,2
6099,20230320,0,4,1,2,1,2,3,2,2,1,2,3,4,2,1
6101,20230320,1,2,0,3,1,2,3,2,1,2,2,2,1,2,0
6102,20230320,0,4,11,2,3,2,2,2,2,2,2,2,2,3,2
6103,20230320,0,3,2,4,3,2,4,2,2,3,3,2,2,2,2
6104,20230320,0,1,1,3,2,3,1,2,1,2,1,1,1,3,3
6105,20230320,0,1,1,4,2,2,3,2,2,2,2,2,2,2,2
6106,20230320,1,4,8,1,2,2,2,1,1,2,2,2,1,2,2
6107,20230320,0,4,7,3,4,3,2,3,2,3,1,3,3,3,1
6108,20230320,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2
6109,20230320,0,1,1,3,0,0,0,0,0,0,0,3,0,0,2
6110,20230320,0,3,12,4,1,1,1,1,1,1,1,1,1,1,1
6111,20230320,1,4,10,3,2,1,2,2,2,1,2,2,2,2,4
6112,20230320,1,0,10,2,3,2,2,2,2,2,2,2,2,3,3
6113,20230320,1,4,11,2,4,3,3,3,3,3,3,3,3,4,3
6114,20230320,1,1,13,3,4,2,3,2,2,0,0,2,2,2,2
6115,20230320,1,3,2,1,2,2,2,2,2,3,2,2,2,3,3
6116,20230320,0,1,1,2,0,0,3,2,3,2,2,2,1,3,4
6117,20230320,1,3,12,2,4,3,3,2,2,0,0,3,4,3,4
6118,20230320,0,4,8,4,2,2,2,3,2,2,2,2,2,3,3
6119,20230320,0,4,15,1,1,2,2,2,2,2,2,2,3,2,2
6120,20230320,1,3,0,4,2,3,2,4,2,2,1,3,2,2,3
6121,20230320,0,4,8,4,1,3,1,2,1,1,1,1,1,2,2
6122,20230320,0,3,1,2,2,1,2,2,2,1,1,1,1,2,2
6123,20230320,0,4,1,1,2,2,2,2,2,2,2,1,1,3,1
6124,20230320,1,4,6,2,2,1,3,2,1,1,1,2,2,2,1
6125,20230320,1,3,1,3,2,1,3,2,2,3,3,3,3,3,3
6128,20230320,1,2,1,1,1,2,4,2,1,1,2,4,2,2,4
6129,20230320,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2
6130,20230320,0,2,1,3,2,2,2,3,3,2,2,2,2,3,2
6131,20230320,0,4,0,2,3,2,2,3,2,2,2,2,2,4,3
6132,20230320,0,1,1,2,2,0,2,1,2,2,1,1,2,4,0
6133,20230320,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2
6134,20230320,0,0,5,4,4,0,4,0,0,2,2,0,1,0,3
6135,20230320,1,2,1,2,3,2,3,2,2,3,2,2,2,2,4
6136,20230320,1,2,1,3,2,2,3,2,2,2,2,2,2,2,3
6137,20230320,0,2,1,4,2,3,3,2,2,2,2,2,2,3,3
6138,20230320,0,3,1,4,2,2,2,3,3,2,3,3,2,2,2
6139,20230320,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
6140,20230320,0,1,1,2,3,2,2,2,2,2,2,2,2,2,4
6141,20230320,1,2,1,2,0,1,2,0,1,0,1,0,0,1,3
6142,20230320,1,4,1,2,2,1,3,1,1,3,2,2,1,2,3
6143,20230320,1,1,3,3,3,2,4,2,2,2,2,3,3,4,4
6144,20230320,0,1,14,3,4,3,4,4,2,1,2,2,4,3,4
6145,20230320,1,3,2,2,3,2,2,2,2,2,2,2,2,3,3
6146,20230320,1,3,13,3,2,2,4,2,2,2,0,3,2,3,2
6147,20230320,0,1,13,2,4,2,3,2,2,2,3,2,2,2,0
6148,20230320,0,4,0,1,2,3,3,3,2,2,2,2,3,2,3
6149,20230320,0,3,9,2,3,2,1,0,1,2,2,3,3,3,0
6150,20230320,1,3,1,2,3,3,3,2,2,3,2,3,2,2,2
6151,20230320,0,2,1,3,0,0,1,0,1,1,0,1,1,2,0
6152,20230320,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
6153,20230320,1,4,3,1,2,2,2,2,2,2,1,2,2,2,1
6154,20230320,1,2,11,1,1,1,1,0,0,2,1,2,0,2,1
6155,20230320,0,1,1,4,2,3,3,2,2,2,3,3,3,3,3
6156,20230320,0,1,14,3,3,1,3,2,1,1,1,1,1,1,3
6157,20230320,0,4,5,1,1,1,1,1,3,1,2,2,0,1,2
6158,20230320,0,2,1,4,2,2,2,2,2,2,2,2,2,2,2
6159,20230320,1,1,3,3,1,2,2,1,2,2,2,2,2,3,4
6160,20230320,0,2,2,4,3,2,2,2,2,2,2,2,2,3,1
6161,20230320,1,3,3,3,3,3,3,2,2,2,2,3,2,2,2
6162,20230320,1,4,6,2,2,1,4,2,2,3,2,1,2,4,4
6164,20230320,0,4,7,2,2,2,2,2,2,1,1,2,3,1,2
6165,20230320,0,1,10,3,2,2,2,2,2,2,3,2,1,2,3
6166,20230320,0,3,1,4,2,1,2,2,1,1,3,2,2,2,2
6167,20230320,0,4,8,2,2,2,3,2,2,3,2,2,2,2,2
6168,20230320,1,3,1,4,1,1,3,1,2,2,2,2,2,3,2
6169,20230320,1,0,15,4,4,2,2,1,2,2,3,3,3,2,1
6170,20230320,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
6171,20230320,0,1,3,2,2,1,3,2,1,3,2,2,1,2,2
6172,20230320,1,3,11,2,2,2,1,2,2,2,3,2,3,3,0
6173,20230320,0,4,8,2,2,2,2,4,3,3,1,1,1,3,4
6174,20230320,1,4,2,1,2,1,2,2,1,3,2,2,2,3,2
6175,20230320,0,1,9,3,2,2,2,2,2,2,2,2,2,2,3
6176,20230320,1,3,1,4,1,1,2,1,2,2,2,1,1,2,2
6177,20230320,1,4,10,4,0,0,2,0,0,2,2,0,0,4,0
6178,20230320,1,3,10,3,2,2,2,2,2,2,2,2,2,2,3
6179,20230320,1,3,3,2,1,1,3,2,2,2,2,2,2,3,3
6180,20230320,0,2,14,1,0,0,3,2,2,3,3,3,3,2,3
6181,20230320,0,2,6,2,2,2,3,2,2,3,1,3,3,2,1
6182,20230320,1,3,10,2,3,2,3,2,2,2,2,3,3,2,4
6183,20230320,1,4,6,1,3,3,3,2,3,2,3,3,3,3,2
6184,20230320,1,3,12,4,3,3,3,1,2,1,2,2,2,3,2
6185,20230320,1,2,2,2,4,3,2,2,2,2,2,3,3,3,4
6186,20230320,1,2,0,3,3,2,2,2,2,2,2,3,2,3,3
6187,20230320,1,4,1,4,2,3,2,2,2,1,1,2,1,2,3
6188,20230320,1,2,14,4,3,3,4,2,3,2,3,2,2,3,4
6189,20230320,1,0,1,3,2,2,3,2,2,2,2,2,2,3,3
6190,20230320,1,2,15,3,4,1,4,1,2,2,2,1,2,3,3
6191,20230320,1,0,7,4,2,2,3,2,2,1,2,2,2,3,1
6192,20230320,1,2,1,4,3,2,3,2,3,2,2,2,3,4,4
6193,20230320,0,3,1,4,2,2,2,2,2,2,2,2,2,2,3
6194,20230320,0,1,1,2,2,2,3,2,2,2,2,2,2,2,3
6195,20230320,1,4,2,1,3,3,2,3,3,2,2,1,1,3,3
6196,20230320,1,4,5,2,2,2,2,1,1,1,2,2,0,2,0
6197,20230320,0,2,12,3,2,2,3,2,2,2,3,2,2,3,2
6198,20230320,1,3,1,4,3,2,4,2,3,3,2,4,3,4,3
6199,20230320,1,2,10,2,1,1,2,2,2,2,2,2,2,3,3
6200,20230320,1,4,1,1,2,2,3,2,2,3,3,1,2,4,4
6201,20230320,1,3,1,4,2,3,3,3,3,3,1,2,1,3,4
6203,20230320,0,4,1,4,2,2,2,1,2,1,1,1,3,2,3
6204,20230320,0,3,1,4,2,2,1,0,3,2,0,0,0,3,2
6205,20230320,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2
6206,20230320,1,0,1,2,2,2,3,2,2,2,2,3,2,2,2
6207,20230320,1,2,12,3,3,2,2,2,2,2,2,2,2,4,1
6208,20230320,0,2,5,4,2,2,2,2,2,2,2,2,2,2,2
6209,20230320,1,3,1,4,1,2,3,1,2,2,1,2,2,3,4
6210,20230320,1,2,14,3,2,2,4,2,2,1,2,2,2,3,4
6211,20230320,1,4,2,4,2,2,3,2,2,2,2,2,2,2,3
6212,20230320,1,3,0,1,2,1,3,2,1,3,2,1,1,2,3
6213,20230320,1,4,6,1,2,2,2,2,2,2,2,0,1,2,2
6214,20230320,1,4,3,2,3,2,1,2,3,3,3,3,1,2,3
6215,20230320,0,3,6,2,3,2,4,2,2,3,2,2,2,3,4
6216,20230320,0,4,1,2,2,2,2,2,2,2,2,2,2,3,2
6217,20230320,1,3,0,3,3,1,3,1,2,1,1,0,1,2,1
6218,20230320,1,0,7,3,3,2,2,2,2,2,2,2,2,4,3
6219,20230320,0,3,10,4,2,3,3,3,3,3,3,3,3,3,4
6220,20230320,0,3,1,4,3,3,2,3,2,2,4,0,1,3,3
6221,20230320,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1
6222,20230320,0,1,14,3,0,0,4,1,0,0,0,2,1,4,3
6223,20230320,0,2,13,1,0,2,2,0,0,1,2,2,0,2,2
6224,20230320,0,2,1,4,2,2,2,0,0,2,0,1,1,2,3
6225,20230320,0,4,10,2,2,2,3,1,2,1,2,1,1,3,3
6226,20230320,0,3,2,1,0,2,1,1,2,1,1,1,3,4,1
6227,20230320,1,0,15,4,4,3,4,2,2,3,3,2,2,3,4
6228,20230320,1,1,11,2,2,1,3,3,2,2,3,2,3,4,3
6229,20230320,1,1,1,4,3,2,3,0,2,1,3,4,1,4,4
6230,20230320,0,1,2,4,2,0,0,0,0,0,0,0,2,2,2
6231,20230320,0,3,1,2,1,3,2,1,2,2,3,2,2,3,3
6232,20230320,0,3,2,1,0,1,2,2,2,2,1,2,2,3,4
6233,20230320,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2
6234,20230320,0,3,9,2,4,1,1,0,0,0,0,3,3,4,3
6236,20230320,0,2,3,2,3,3,3,1,2,2,2,0,0,3,3
6237,20230320,1,4,10,3,2,0,3,1,0,3,3,2,1,2,4
6238,20230320,1,1,1,2,3,2,3,2,3,2,2,2,2,2,2
6239,20230320,0,3,2,2,3,3,0,2,2,1,2,3,3,3,1
6240,20230320,0,3,1,3,3,4,3,3,3,0,1,1,1,0,3
6241,20230320,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2
6242,20230320,1,3,4,2,3,2,1,1,2,0,0,2,2,2,3
6243,20230327,1,4,8,4,4,3,1,3,2,3,1,1,2,3,0
6244,20230327,1,4,8,3,0,1,3,2,2,3,2,2,2,2,4
6245,20230327,1,4,8,2,3,3,3,2,2,2,2,2,0,4,3
6246,20230327,1,4,8,3,2,2,3,2,2,2,2,2,2,2,3
6247,20230327,1,4,8,4,2,2,1,2,2,2,2,2,2,3,4
6248,20230327,1,4,8,1,2,2,1,2,2,2,0,0,2,2,0
6249,20230327,1,4,12,2,2,2,3,2,2,3,2,3,2,2,3
6250,20230327,1,3,8,1,2,2,2,2,2,2,1,3,3,3,2
6251,20230327,1,3,8,4,3,1,2,2,2,2,1,3,3,1,0
6252,20230327,1,3,8,3,2,3,2,2,3,3,3,3,2,3,2
6253,20230327,1,3,8,2,2,2,2,2,2,2,2,2,3,2,2
6254,20230327,1,3,8,4,2,2,2,2,2,2,2,2,2,2,3
6255,20230327,1,3,8,4,4,2,1,1,1,1,1,2,3,2,2
6256,20230327,1,3,8,3,2,2,2,3,3,4,4,4,4,4,3
6257,20230327,1,3,8,4,2,0,2,3,2,2,3,0,0,3,2
6258,20230327,1,3,4,4,2,0,2,0,0,0,0,0,0,2,0
6259,20230327,1,3,4,3,3,2,2,3,2,3,2,3,2,2,3
6260,20230327,1,3,2,4,2,3,2,3,3,1,2,2,2,3,2
6261,20230327,1,2,7,3,4,4,0,1,1,3,1,1,1,1,4
6262,20230327,1,2,4,3,2,3,1,3,2,1,1,2,1,3,2
6263,20230327,1,2,4,2,4,4,3,2,2,3,2,0,2,3,4
6265,20230327,1,1,8,2,2,1,4,2,2,1,3,3,3,3,3
6266,20230327,1,1,1,2,2,3,2,3,3,2,2,2,2,2,3
6267,20230327,1,1,1,4,2,3,1,3,2,3,0,4,3,2,2
6270,20230327,1,1,1,4,2,2,3,2,2,3,2,2,2,3,3
6271,20230327,1,1,7,3,2,2,2,1,1,1,2,3,2,4,3
6272,20230327,1,1,7,2,3,2,2,2,2,2,2,2,2,2,3
6273,20230327,1,0,1,3,1,1,1,3,2,2,2,3,2,2,4
6275,20230327,1,0,1,2,2,2,2,2,2,2,2,2,2,2,3
6276,20230327,0,4,8,1,3,1,3,3,1,1,2,3,3,4,4
6277,20230327,0,4,8,4,2,3,2,2,2,2,2,3,2,3,2
6278,20230327,0,4,8,2,2,2,3,2,2,3,2,2,2,3,1
6279,20230327,0,4,8,1,3,4,4,3,2,3,3,1,1,3,3
6280,20230327,0,4,8,1,0,0,1,0,0,0,0,0,0,1,3
6281,20230327,0,4,8,3,4,4,2,2,2,3,2,3,2,3,4
6282,20230327,0,4,8,1,2,2,2,2,2,2,2,2,2,2,3
6283,20230327,0,4,8,4,2,2,3,2,2,2,3,4,2,3,2
6284,20230327,0,4,10,4,2,3,3,2,2,2,2,2,2,3,3
6285,20230327,0,4,10,2,1,3,2,2,3,2,2,1,2,3,2
6286,20230327,0,4,10,2,2,2,2,2,3,2,1,1,1,2,1
6287,20230327,0,4,10,4,2,2,3,2,2,3,2,2,3,3,3
6288,20230327,0,3,8,4,0,1,2,2,2,2,2,2,2,2,2
6289,20230327,0,3,8,2,1,1,1,2,2,2,1,2,2,2,1
6290,20230327,0,3,8,2,2,2,2,2,2,2,2,2,2,2,2
6291,20230327,0,3,5,2,3,1,2,3,2,1,1,3,2,3,4
6292,20230327,0,3,5,2,3,3,3,2,2,2,2,2,2,3,3
6293,20230327,0,3,5,2,1,1,2,3,3,2,1,3,3,3,1
6294,20230327,0,3,0,2,2,1,3,1,1,1,1,3,2,2,4
6295,20230327,0,2,1,3,2,2,3,2,3,3,2,2,2,3,4
6296,20230327,0,2,1,2,3,3,2,2,2,2,2,2,3,2,3
6297,20230327,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
6298,20230327,0,2,1,2,2,2,2,2,2,2,2,2,2,0,0
6299,20230327,0,2,1,2,3,0,2,3,1,2,1,0,0,4,0
6300,20230327,0,2,1,2,2,2,3,2,1,2,3,3,3,3,1
6301,20230327,0,2,1,4,2,2,2,2,2,2,2,2,2,2,3
6302,20230327,0,2,1,3,1,3,4,3,3,3,4,4,4,4,2
6303,20230327,0,2,7,4,4,2,0,0,1,2,0,3,2,4,4
6304,20230327,0,2,7,1,2,2,2,2,2,2,2,2,2,2,2
6305,20230327,0,2,7,3,2,1,2,1,1,2,1,1,1,2,2
6306,20230327,0,2,7,2,1,2,3,1,2,3,1,3,1,4,3
6307,20230327,0,2,6,3,3,2,4,2,1,0,3,1,2,3,1
6308,20230327,0,1,8,3,2,2,4,2,0,2,0,0,0,3,4
6309,20230327,0,1,8,2,2,2,1,2,2,2,2,2,2,2,2
6310,20230327,0,1,8,4,2,2,1,0,0,0,0,0,0,3,0
6311,20230327,0,1,1,1,1,1,1,0,0,2,1,2,2,2,1
6312,20230327,0,1,1,3,2,4,0,1,2,2,1,0,2,3,1
6313,20230327,0,1,1,4,1,1,3,2,2,2,1,1,1,2,3
6314,20230327,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0
6315,20230327,0,1,7,3,1,1,4,1,2,3,1,3,1,3,0
6316,20230327,0,1,14,3,2,2,2,2,2,2,2,2,2,3,2
6317,20230327,0,1,14,2,1,2,2,2,2,2,2,2,2,3,2
6318,20230327,0,0,8,3,0,0,3,0,2,3,2,1,2,3,4
6319,20230327,0,0,8,3,3,2,1,2,2,2,2,3,3,2,2
6320,20230327,0,0,8,4,0,1,3,1,1,1,1,2,1,3,3
6322,20230327,0,0,8,2,4,4,1,0,2,0,1,0,1,3,3
6323,20230327,0,0,8,4,2,2,3,3,0,4,3,1,0,1,4
